lah	0.004608853850818678
pun	0.004366282595512432
kan	0.0015767131594906004
deh	0.00012128562765312311
kah	0.000545785324439054
ya	0.00018192844147968466
nya	0.00012128562765312311
berekor	6.0642813826561554e-05
setibanya	6.0642813826561554e-05
multibudaya	6.0642813826561554e-05
humanis	6.0642813826561554e-05
wings	6.0642813826561554e-05
album	6.0642813826561554e-05
terlaris	6.0642813826561554e-05
gaon	6.0642813826561554e-05
chart	6.0642813826561554e-05
google	6.0642813826561554e-05
larry	6.0642813826561554e-05
page	6.0642813826561554e-05
sergey	6.0642813826561554e-05
brin	6.0642813826561554e-05
ph.d.	6.0642813826561554e-05
stanford	6.0642813826561554e-05
kemarau	6.0642813826561554e-05
katak	6.0642813826561554e-05
407	6.0642813826561554e-05
kera	6.0642813826561554e-05
untuk	6.0642813826561554e-05
amankan	6.0642813826561554e-05
pesta olahraga	6.0642813826561554e-05
pemerintah	6.0642813826561554e-05
kota	6.0642813826561554e-05
delhi	6.0642813826561554e-05
mengerahkan	6.0642813826561554e-05
monyet	6.0642813826561554e-05
mengusir	6.0642813826561554e-05
monyet-monyet	6.0642813826561554e-05
lain	6.0642813826561554e-05
yang	6.0642813826561554e-05
berbadan	6.0642813826561554e-05
lebih	6.0642813826561554e-05
kecil	6.0642813826561554e-05
dari	6.0642813826561554e-05
arena	6.0642813826561554e-05
persemakmuran	6.0642813826561554e-05
.	6.0642813826561554e-05
beberapa	6.0642813826561554e-05
laporan	6.0642813826561554e-05
menyebutkan	6.0642813826561554e-05
setidaknya	6.0642813826561554e-05
10	6.0642813826561554e-05
ditempatkan	6.0642813826561554e-05
di	6.0642813826561554e-05
luar	6.0642813826561554e-05
lomba	6.0642813826561554e-05
dan	6.0642813826561554e-05
pertandingan	6.0642813826561554e-05
ibukota	6.0642813826561554e-05
india	6.0642813826561554e-05
pemkot	6.0642813826561554e-05
memiliki	6.0642813826561554e-05
28	6.0642813826561554e-05
berencana	6.0642813826561554e-05
mendatangkan	6.0642813826561554e-05
sejenis	6.0642813826561554e-05
negara bagian	6.0642813826561554e-05
rajasthan	6.0642813826561554e-05
jumlah	6.0642813826561554e-05
mencapai	6.0642813826561554e-05
ribuan	6.0642813826561554e-05
,	6.0642813826561554e-05
sebagian besar	6.0642813826561554e-05
berada	6.0642813826561554e-05
kantor-kantor	6.0642813826561554e-05
hewan	6.0642813826561554e-05
ini	6.0642813826561554e-05
dianggap	6.0642813826561554e-05
mengganggu	6.0642813826561554e-05
ketertiban	6.0642813826561554e-05
umum	6.0642813826561554e-05
diikat	6.0642813826561554e-05
dengan	6.0642813826561554e-05
tali	6.0642813826561554e-05
panjang	6.0642813826561554e-05
pelatih	6.0642813826561554e-05
mengawasi	6.0642813826561554e-05
mereka	6.0642813826561554e-05
akan	6.0642813826561554e-05
melepas	6.0642813826561554e-05
begitu	6.0642813826561554e-05
mendekat	6.0642813826561554e-05
kantor	6.0642813826561554e-05
berita	6.0642813826561554e-05
afp	6.0642813826561554e-05
melaporkan	6.0642813826561554e-05
stadion	6.0642813826561554e-05
tinju	6.0642813826561554e-05
hockey	6.0642813826561554e-05
mendapatkan	6.0642813826561554e-05
perhatian	6.0642813826561554e-05
khusus	6.0642813826561554e-05
karena	6.0642813826561554e-05
sering	6.0642813826561554e-05
diserbu	6.0642813826561554e-05
besar	6.0642813826561554e-05
dikerahkan	6.0642813826561554e-05
dua	6.0642813826561554e-05
serbuan	6.0642813826561554e-05
"\\"""	6.0642813826561554e-05
tersebut	6.0642813826561554e-05
kata	6.0642813826561554e-05
devender	6.0642813826561554e-05
prasad	6.0642813826561554e-05
pejabat	6.0642813826561554e-05
kepada	6.0642813826561554e-05
kantor berita	6.0642813826561554e-05
selama	6.0642813826561554e-05
bertahun-tahun	6.0642813826561554e-05
warga	6.0642813826561554e-05
binatang	6.0642813826561554e-05
menaiki	6.0642813826561554e-05
kereta	6.0642813826561554e-05
metro	6.0642813826561554e-05
bahkan	6.0642813826561554e-05
berkeliaran	6.0642813826561554e-05
kompleks	6.0642813826561554e-05
gedung	6.0642813826561554e-05
parlemen	6.0642813826561554e-05
belum	6.0642813826561554e-05
lama	6.0642813826561554e-05
kawanan	6.0642813826561554e-05
menyerbu	6.0642813826561554e-05
perdana menteri	6.0642813826561554e-05
departemen	6.0642813826561554e-05
pertahanan	6.0642813826561554e-05
tidak	6.0642813826561554e-05
bisa	6.0642813826561554e-05
dibunuh	6.0642813826561554e-05
masyarakat	6.0642813826561554e-05
menganggap	6.0642813826561554e-05
suci	6.0642813826561554e-05
selain	6.0642813826561554e-05
harus	6.0642813826561554e-05
juga	6.0642813826561554e-05
kesulitan	6.0642813826561554e-05
mengatasi	6.0642813826561554e-05
wabah	6.0642813826561554e-05
demam berdarah	6.0642813826561554e-05
curah	6.0642813826561554e-05
hujan	6.0642813826561554e-05
tinggi	6.0642813826561554e-05
menyebabkan	6.0642813826561554e-05
banyak	6.0642813826561554e-05
genangan	6.0642813826561554e-05
tempat	6.0642813826561554e-05
ideal	6.0642813826561554e-05
bagi	6.0642813826561554e-05
nyamuk	6.0642813826561554e-05
aedes	6.0642813826561554e-05
berkembang biak	6.0642813826561554e-05
telah	6.0642813826561554e-05
menempatkan	6.0642813826561554e-05
ikan	6.0642813826561554e-05
berbagai	6.0642813826561554e-05
air	6.0642813826561554e-05
memangsa	6.0642813826561554e-05
telur	6.0642813826561554e-05
miliarder	6.0642813826561554e-05
as	6.0642813826561554e-05
jamu	6.0642813826561554e-05
orang kaya	6.0642813826561554e-05
cina	6.0642813826561554e-05
amerika	6.0642813826561554e-05
bill	6.0642813826561554e-05
gates	6.0642813826561554e-05
warren	6.0642813826561554e-05
buffett	6.0642813826561554e-05
mengadakan	6.0642813826561554e-05
jamuan	6.0642813826561554e-05
makan malam	6.0642813826561554e-05
beijing	6.0642813826561554e-05
sejumlah	6.0642813826561554e-05
